PDB,label,DOCKQ,FNAT,IRMSD,LRMSD,CAPRI_quality,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,dMaSIF,PIsToN,GNN-DOVE,DeepRank-GNN
1AK4-ti5-it0-284,0,0.089,0.116,8.843,22.787,4,1AK4,-32.30642,-23.8719,2.234,-4.016,1.983,0.1462,-8.74,0.443863,0.879742026,0.833935797,0.2274,0.048239063
1AK4-ranair-it0-3862,0,0.007,0,21.089,67.128,4,1AK4,-32.8435,-58.2985,3.708,5.13,-4.405,0.1191,1.08,0.06166,-1.366555095,1.777055025,0.1152,0.050919841
1AK4-cm-it0-1152,0,0.012,0,17.911,49.21,4,1AK4,-48.7286,-47.6077,-0.675,1.558,-4.666,-0.0612,18.38,0.279534,-1.629997492,1.943700314,0.2274,0.019638467
1AK4-ranair-it0-6478,0,0.009,0,14.345,67.355,4,1AK4,-30.73911,-53.9367,1.725,-11.347,0.565,0.0019,-13.07,0.293944,-0.969210207,1.807173967,0.2274,0.253102817
1AK4-ti-it0-804,0,0.131,0.209,7.574,20.642,4,1AK4,-52.34611,-25.4486,20.944,-10.274,-1.554,0.1461,-22.62,0.384666,0.63811332,1.031986475,0.2274,0.0834393
1AK4-cm-it0-4443,0,0.03,0,10.231,31.27,4,1AK4,-44.074023,-30.9251,-2.408,-10.452,-1.105,-0.0017,0.54,0.144854,-0.627865434,1.897473693,0.107,0.013096502
1AK4-ranair-it0-9947,0,0.012,0,13.356,54.522,4,1AK4,-14.12045,-36.8359,6.386,-1.532,0.305,-0.0158,1.47,0.232037,-1.306115746,1.926854849,0.2274,0.014848269
1AK4-cm-it0-6506,0,0.043,0,10.387,24.279,4,1AK4,-51.72152,-101.986,-2.115,-18.413,2.737,-0.0846,4.91,0.524323,-0.720383704,1.215362549,0.238,0.012835405
1AK4-cm-it0-3743,0,0.038,0,10.945,26.07,4,1AK4,-56.65219,-105.587,-1.831,-8.502,-0.22,0.0472,15.93,0.771031,-1.088822484,1.952789783,0.0935,0.016639701
1AK4-ti5-it0-3,0,0.11,0.233,8.725,31.332,4,1AK4,-37.92314,-30.124,4.043,1.935,2.227,0.0195,4.44,0.66423,1.125711203,1.065582395,0.2274,0.236713111
1AK4-cm-it0-739,0,0.013,0,13.955,50.306,4,1AK4,-32.81386,-57.9754,-0.179,-2.369,-2.28,-0.0786,10.68,0.212287,-0.902628899,1.955416441,0.1047,0.03690976
1AK4-cm-it0-7564,0,0.009,0,14.258,65.175,4,1AK4,-41.11755,-50.4247,-1.569,0.421,-0.537,-0.0027,10.09,0.207079,-1.894435406,1.906097889,0.2274,0.008624339
1AK4-cm-it0-9183,0,0.016,0,11.386,47.092,4,1AK4,-50.56957,-85.3729,-1.504,-13.181,3.206,-0.026,23.11,0.624311,-0.910033762,1.590756178,0.253,0.018399447
1AK4-cm-it0-3130,0,0.009,0,23.727,56.383,4,1AK4,-28.10509,-23.44,1.134,1.073,-1.756,0.0821,16.69,0.191659,-1.1711092,1.45178628,0.2274,0.045604168
1AK4-cm-it0-4489,0,0.041,0,10.27,25.356,4,1AK4,-40.56485,-63.8979,-2.978,-8.05,1.32,-0.0885,4.89,0.448171,-1.110843062,1.776281834,0.1261,0.011050081
1AK4-cm-it0-470,0,0.011,0,16.362,53.811,4,1AK4,-40.00087,-47.6105,-1.597,-3.788,-2.959,-0.0475,7.3,0.201497,-0.788303971,1.960436583,0.2344,0.003468629
1AK4-cm-it0-7098,0,0.007,0,19.658,66.514,4,1AK4,-41.45836,-73.1118,-1.233,-5.87,-4.455,0.0014,5.59,0.451405,-2.096877575,1.956668377,0.2458,0.023467051
1AK4-cm-it0-9337,0,0.01,0,18.22,56.946,4,1AK4,-39.72363,-65.9569,-1.633,-2.957,-2.296,-0.1273,35.77,0.306873,-3.893920183,1.959049344,0.2491,0.005106093
1AK4-ranair-it0-4649,0,0.019,0,17.997,36.587,4,1AK4,-21.5793,-49.4322,0.993,-5.723,-1.171,-0.0324,26.34,0.234752,-0.942275107,1.922362685,0.1086,0.011434384
1AK4-cm-it0-6003,0,0.009,0,15.645,65.209,4,1AK4,-36.6967,-35.8677,-1.015,3.324,-3.895,-0.0392,3.39,0.430583,-1.686970711,1.955032349,0.2274,0.011174236
1AK4-cm-it0-9296,0,0.009,0,17.915,61.42,4,1AK4,-31.2916,-78.8751,-0.286,1.813,-0.545,-0.1182,-6.63,0.396624,-1.693006992,1.947099924,0.2274,0.008784433
1AK4-ranair-it0-9043,0,0.012,0,21.894,47.498,4,1AK4,-22.4135,-24.9541,1.598,4.907,0.15,-0.0261,8.34,0.155078,-0.730249584,0.848059356,0.2557,0.05428069
1AK4-ranair-it0-4175,0,0.008,0,18.638,63.653,4,1AK4,-11.04306,2.11497,2.023,9.753,-2.147,-0.0213,4.38,0.215621,-1.261384368,1.961980581,0.2032,0.01047678
1AK4-ranair-it0-6492,0,0.013,0,14.74,49.387,4,1AK4,-22.68622,-27.2656,6.186,4.775,-1.446,-0.0309,2.11,0.243658,-1.388699651,1.957986712,0.1346,0.009249094
1AK4-ranair-it0-5881,0,0.054,0.023,5.989,29.126,4,1AK4,-22.38015,-7.3006,-0.642,-3.481,-0.699,-0.027,-1.81,0.278446,0.745772362,1.571418405,0.2274,0.139921924
1AK4-ranair-it0-4005,0,0.01,0,14.707,61.041,4,1AK4,-34.46256,-1.20567,1.436,-5.2,-2.477,-0.003,16.2,0.190203,-1.606385231,1.942630172,0.1221,0.00832392
1AK4-cm-it0-968,0,0.008,0,17.566,67.959,4,1AK4,-30.98647,-78.1534,-1.48,-3.94,0.188,-0.0785,0.17,0.363734,-2.744717598,-0.03314805,0.2274,0.037292091
1AK4-ranair-it0-5971,0,0.008,0,14.628,74.921,4,1AK4,-11.5923,-14.6395,3.03,0.553,-0.355,0.1205,-2.95,0.199224,-1.335493207,1.855875731,0.2274,0.022334171
1AK4-ranair-it0-9528,0,0.009,0,20.119,56.512,4,1AK4,-34.66853,-33.0336,5.086,3.992,-4.96,0.2044,1.18,0.213616,-3.313030481,1.823772311,0.1987,0.027768018
1AK4-ranair-it0-5618,0,0.008,0,15.511,68.353,4,1AK4,-15.65893,-38.1312,8.487,4.35,-0.66,-0.0389,9.47,0.294713,-1.49484241,1.959136963,0.2274,0.020261097
1AK4-cm-it0-4007,0,0.012,0,14.753,52.977,4,1AK4,-33.11505,-29.5011,-0.344,3.133,-2.902,0.0054,15.97,0.093359,-3.715631723,1.958567023,0.0946,0.011322571
1AK4-cm-it0-7906,0,0.007,0,17.534,68.363,4,1AK4,-34.43424,-46.4777,0.542,1.106,-2.163,-0.0276,3.29,0.326354,-1.615435243,1.899369001,0.2274,0.011594018
1AK4-ranair-it0-570,0,0.011,0,16.003,52.746,4,1AK4,-33.098289,-113.248,5.063,-1.901,0.474,-0.1309,-7.52,0.459979,-2.976759911,1.911004663,0.2274,0.014429535
1AK4-ranair-it0-2185,0,0.007,0,18.751,68.03,4,1AK4,-17.73652,-55.7072,4.158,-4.511,-0.099,-0.02,8.04,0.24491,-2.255713224,1.622848272,0.2297,0.006436131
1AK4-ranair-itw-162w,0,0.018,0,19.73,38.377,4,1AK4,-32.98393,-33.9999,-1.411,-10.669,0.414,0.0304,2.4,0.274412,-0.195533261,1.226926446,0.2274,0.097023408
1AK4-cm-it1-301,0,0.009,0,18.569,59.992,4,1AK4,-28.01494,-31.3487,-1.063,-2.16,-2.431,-0.0104,16.44,0.236952,-4.019693851,0.895286798,0.2298,0.006033364
1AK4-ranair-it0-5123,0,0.007,0,19.903,67.112,4,1AK4,-19.59555,-11.2877,2.301,5.322,-3.487,0.1283,7.03,0.20831,-1.113999486,1.956431866,0.0607,0.03197242
1AK4-cm-it0-164,0,0.009,0,16.378,59.708,4,1AK4,-25.68324,-9.97741,1.14,9.322,-3.571,0.0232,17.83,0.101068,-1.461550951,1.938483596,0.2274,0.007035233
1AK4-ranair-it0-6894,0,0.011,0,17.403,51.967,4,1AK4,-30.03334,-64.7012,-1.865,3.805,-1.164,0.0131,-1.83,0.20957,-2.915929317,1.95270431,0.2305,0.005373261
1AK4-cm-it0-7161,0,0.008,0,17.769,64.86,4,1AK4,-51.76216,-105.852,-1.84,-2.977,0.123,-0.0648,-4.34,0.562458,-3.067832232,1.595754623,0.2397,0.042111003
1AK4-ranair-it0-2680,0,0.009,0,13.694,68.617,4,1AK4,-31.64584,-34.4456,7.134,-7.912,-1.382,0.0258,-12.67,0.213247,-1.899014473,1.794556737,0.2274,0.018581577
1AK4-ranair-it0-6052,0,0.006,0,27.003,72.764,4,1AK4,-12.0217,-21.5788,3.11,-1.182,-3.726,-0.0267,10.45,0.06627,-1.600560665,1.894159079,0.2274,0.010131784
1AK4-cm-it0-1931,0,0.011,0,17.546,52.06,4,1AK4,-41.551,-78.8625,-0.87,8.581,-2.354,0.0125,25.21,0.353474,-2.654038906,1.956660271,0.1906,0.013226405
1AK4-cm-it0-595,0,0.014,0,16.672,44.409,4,1AK4,-49.60277,-22.927,-1.212,-2.766,-5.025,-0.0138,6.13,0.18488,-0.577814579,1.952136159,0.2274,0.011937487
1AK4-cm-it1-29,0,0.014,0,19.032,43.262,4,1AK4,-67.00123,-73.3243,-4.185,-16.463,-0.834,-0.036,-21.66,0.45881,-0.840599298,-0.052596092,0.2274,0.437179673
1AK4-cm-it0-9056,0,0.011,0,18.501,51.194,4,1AK4,-38.5449,-89.3486,-2.298,-2.281,0.723,-0.0853,21.24,0.426377,-0.955940664,1.884306788,0.185,0.007806749
1AK4-cm-it0-1654,0,0.008,0,16.746,65.193,4,1AK4,-29.57862,-48.8301,-1.511,-3.61,-3.529,0.018,21.94,0.220098,-0.962749362,1.930433869,0.2274,0.006674094
1AK4-ranair-it0-9870,0,0.021,0,9.979,41.204,4,1AK4,-20.021157,-19.5074,1.84,-2.634,0.857,-0.0325,-3.29,0.210008,-0.853104591,1.952944636,0.1229,0.032339261
1AK4-ranair-it0-6413,0,0.006,0,25.666,70.962,4,1AK4,-14.89886,3.51551,2.066,-1.259,-4.365,0.0604,-2.22,0.004217,-1.617771029,1.784785628,0.1041,0.036017454
1AK4-cm-it0-3716,0,0.016,0,11.165,47.761,4,1AK4,-58.54183,-29.2573,-2.742,-1.32,-3.981,-0.0583,-3,0.234872,-0.998948097,1.288324118,0.2274,0.017246489
1AK4-ranair-it0-8615,0,0.008,0,21.182,58.933,4,1AK4,-25.40377,-31.0971,6.792,-2.602,-6.117,0.0699,-0.98,0.060029,-2.472928286,1.90500021,0.2274,0.023080247
1AK4-cm-it0-3854,0,0.009,0,16.914,60.262,4,1AK4,-44.75428,-45.266,-0.768,-1.029,-1.028,-0.0066,22.27,0.360158,-2.310195446,-0.051340103,0.2089,0.013261769
1AK4-ranair-it0-7840,0,0.016,0,13.941,43.508,4,1AK4,-14.553184,-26.3902,1.948,1.574,-0.576,-0.0482,9.11,0.365827,-1.02949965,1.925232291,0.0759,0.004430901
1AK4-cm-it0-8447,0,0.016,0,16.344,41.309,4,1AK4,-37.78355,-43.4177,-2.048,1.607,-0.399,-0.1572,1.62,0.280473,-1.399157524,-0.017507195,0.2274,0.002334432
1AK4-ranair-it0-8147,0,0.006,0,23.394,68.146,4,1AK4,-17.6364,-37.315,7.619,4.509,-0.535,-0.0534,9.88,0.15395,-0.930091858,1.939689636,0.2274,0.010677397
1AK4-ranair-it0-9362,0,0.014,0,15.597,47.093,4,1AK4,-32.042332,-55.7152,10.991,-10.287,-0.791,0.0243,-13.23,-0.006886,-2.35080409,1.928902864,0.2287,0.009736465
1AK4-cm-it1-367,0,0.031,0,16.514,28.015,4,1AK4,-67.542356,-77.1095,-1.545,-10.897,-0.12,-0.2036,-11.62,0.711529,0.422636807,0.903010368,0.2181,0.149772193
1AK4-ranair-it0-4463,0,0.009,0,14.581,64.491,4,1AK4,-8.48818,-54.0494,0.929,3.687,0.001,0.0227,12.27,0.425485,-1.132056594,1.925825596,0.2274,0.012716996
1AK4-ranair-it0-2038,0,0.034,0,11.196,28.217,4,1AK4,-34.28661,-47.8674,1.678,-0.596,-1.233,-0.027,10.76,0.293995,0.003402233,1.631398797,0.2274,0.016099353
1AK4-cm-it0-5942,0,0.01,0,14.811,58.849,4,1AK4,-33.33152,-82.256,0.69,8.458,-2.669,-0.1207,13.45,0.484748,-1.59655118,1.926288009,0.2274,0.015398887
1AK4-cm-it0-102,0,0.012,0,16.573,49.844,4,1AK4,-40.58696,-61.2347,-1.02,6.515,-4.649,-0.128,21.59,0.426646,-1.661207438,1.945904136,0.2693,0.03409676
1AK4-cm-it0-2411,0,0.034,0,9.524,29.297,4,1AK4,-44.90174,-35.0109,-3.003,0.954,-4.982,-0.0613,-0.64,0.181426,-0.394423455,1.951607466,0.2378,0.037265985
1AK4-ranair-it0-4497,0,0.013,0,21.035,44.451,4,1AK4,-20.93964,-57.8306,-0.679,-4.62,1.164,-0.0465,3.84,0.238622,-0.675502658,1.499323606,0.2274,0.022372548
1AK4-ranair-it0-3510,0,0.012,0,20.461,48.704,4,1AK4,-20.22971,20.6427,2.301,-0.089,-1.865,0.0574,-1.8,-0.017263,-2.62097168,1.956937909,0.2274,0.008292251
1AK4-ranair-it0-8069,0,0.021,0,16.07,35.877,4,1AK4,-21.80813,-50.7481,9.237,1.272,-0.411,0.031,1.78,0.187156,-2.317000389,1.800774693,0.238,0.032741047
1AK4-ranair-it0-2670,0,0.014,0,14.094,46.575,4,1AK4,-23.072688,-57.5215,4.062,-2.541,-0.69,-0.0163,25.44,0.359706,-1.875272155,1.821692705,0.2274,0.077922542
1AK4-cm-it0-9344,0,0.009,0,17.194,61.691,4,1AK4,-36.4036,-79.9488,-0.727,0.889,-2.15,-0.0241,6.93,0.425169,-1.42916286,-0.335319161,0.2274,0.00568842
1AK4-cm-it0-5567,0,0.017,0,9.93,50.208,4,1AK4,-35.60514,-43.4055,0.923,-5.171,-1.755,0.0678,21.55,0.220023,-1.207670569,1.955763817,0.2274,0.014486028
1AK4-cm-it0-1467,0,0.01,0,13.642,62.115,4,1AK4,-19.8698,-69.0751,-0.295,10.826,-2.556,0.0974,4.33,0.177823,-1.662557483,1.960998774,0.2274,0.005954256
1AK4-ranair-it0-8910,0,0.009,0,19.825,58.164,4,1AK4,-36.0234,-35.0243,5.436,-2.075,-2.631,-0.032,-1.51,0.278531,-3.053998232,1.495650649,0.0786,0.033217405
1AK4-cm-it0-5606,0,0.008,0,18.879,63.445,4,1AK4,-40.8662,-22.3276,0.307,1.791,-6.393,-0.0081,14.69,0.362146,-2.06402421,1.94718802,0.3057,0.014057514
1AK4-ranair-it0-3846,0,0.027,0,11.515,32.744,4,1AK4,-15.19641,-32.5913,3.811,-1.816,-0.584,-0.005,5.94,0.226843,-0.529662192,1.177622557,0.2274,0.009301692
1AK4-ranair-it0-3115,0,0.013,0,16.895,48.545,4,1AK4,-21.91877,-45.5382,9.634,-5.524,-1.459,-0.0298,0.72,0.246295,-1.770605564,1.766609192,0.1482,0.003210064
1AK4-ranair-it0-5318,0,0.013,0,16.811,48.172,4,1AK4,-30.75689,33.5048,3.801,-0.936,-3.488,0.0578,-1.26,0.074649,-1.514195919,1.90253365,0.2274,0.018844439
1AK4-ranair-it0-5060,0,0.012,0,21.778,46.814,4,1AK4,-19.33942,-46.6966,6.424,5.91,-0.812,-0.0696,14.71,0.183865,-1.568602681,1.954981923,0.2467,0.011254297
1AK4-cm-it0-2170,0,0.012,0,12.209,59.454,4,1AK4,-55.37713,-68.5274,-2.548,-5.727,0.37,-0.0399,1.47,0.432448,-2.886620522,1.963343024,0.2009,0.027575557
1AK4-ranair-it0-2591,0,0.035,0,11.672,27.232,4,1AK4,-31.11747,-38.5071,7.457,4.398,-0.838,-0.0474,10.34,0.3346,0.1388475,1.950241804,0.2274,0.000787801
1AK4-ranair-it0-5430,0,0.011,0,20.748,49.374,4,1AK4,0.6885499999999998,7.58908,5.548,14.91,-2.283,0.077,26.19,-0.008008,-1.016673803,1.949836969,0.2392,0.003523549
1AK4-ranair-it0-3909,0,0.064,0.023,7.866,21.754,4,1AK4,-23.426128,22.4486,2.614,-3.909,-0.633,-0.0208,-4.34,0.230203,0.314125389,1.905599594,0.2274,0.016683627
1AK4-ti-it0-651,0,0.097,0.163,8.641,25.719,4,1AK4,-27.03254,-43.8461,5.697,-2.84,2.182,0.0176,-5.07,0.519032,0.997688293,1.144255638,0.2274,0.174989349
1AK4-cm-it0-6688,0,0.026,0,18.588,30.328,4,1AK4,-45.6897,-42.3811,-0.832,3.223,-2.55,0.0007,8.23,0.315511,0.106052116,1.8946383,0.1139,0.007386301
1AK4-cm-itw-45w,0,0.013,0,16.313,46.735,4,1AK4,-76.355709,-52.3673,-3.506,-10.569,-3.947,0.0593,-2.65,0.139841,-2.715856791,1.749006033,0.1429,0.030454953
1AK4-ranair-it0-2621,0,0.027,0,16.379,30.409,4,1AK4,-26.37341,-25.9541,1.48,4.745,-4.917,0.0036,8.88,0.271759,-0.996507585,1.78714776,0.1053,0.009988284
1AK4-ranair-it0-669,0,0.006,0,26.857,68.042,4,1AK4,-13.6586,39.5901,3.395,-4.459,-3.958,0.0316,-3.35,0.053214,-1.482986212,1.894535422,0.2274,0.016759092
1AK4-ranair-it0-8208,0,0.016,0,9.882,54.113,4,1AK4,-34.27038,-40.6043,1.11,-15.006,-1.403,-0.0057,-9.28,0.178381,-1.954427958,1.68343246,0.2352,0.007914704
1AK4-ranair-it0-1949,0,0.012,0,12.633,55.073,4,1AK4,-18.41268,10.5343,3.067,-1.611,-1.314,0.0612,-1.21,-0.041904,-1.238179803,1.952241182,0.2274,0.019455434
1AK4-ti5-it0-588,0,0.052,0.047,9.032,28.551,4,1AK4,-38.3304,-77.6284,-2.192,-10.565,3.422,-0.1291,-6.56,0.628929,0.393122077,0.751394749,0.2274,0.051215271
1AK4-cm-it0-2699,0,0.011,0,20.342,49.834,4,1AK4,-30.64204,-79.6121,0.669,0.95,0.488,-0.1115,3.33,0.269062,-0.868555605,1.95405364,0.1081,0.030833797
1AK4-ranair-it0-6404,0,0.014,0,14.877,47.304,4,1AK4,-27.57798,23.0978,4.963,-0.234,-3.197,0.0855,12.79,0.066815,-1.307009339,1.946426511,0.2274,0.017917203
1AK4-cm-it0-745,0,0.011,0,16.951,51.61,4,1AK4,-49.20258,-39.4311,-1.028,-6.264,-2.167,-0.089,-1.36,0.272327,-1.504997611,1.786172628,0.2274,0.007640694
1AK4-cm-it0-987,0,0.019,0,9.985,44.281,4,1AK4,-37.81043,-44.8031,-1.286,-8.446,-2.351,0.0007,3.24,0.141274,-3.114155293,1.959319711,0.1257,0.007700674
1AK4-ranair-it0-962,0,0.006,0,23.679,68.83,4,1AK4,-25.233604,-44.9754,3.749,-3.498,-1.048,-0.0737,-6.6,0.432439,-0.834449291,1.786215782,0.2274,0.028265911
1AK4-ti-it0-860,0,0.097,0.163,8.641,25.718,4,1AK4,-26.65418,-43.8492,5.688,-2.843,2.181,0.0176,-5.07,0.519032,0.889258862,0.981510401,0.2274,0.175031803
1AK4-ranair-it0-8741,0,0.023,0,10.567,37.75,4,1AK4,-43.92872,-12.0938,8.381,2.962,1.432,0.2005,0.84,0.270208,-1.220771313,1.713133931,0.2274,0.147415948
1AK4-ranair-it1-160,0,0.023,0,14.614,33.985,4,1AK4,-39.14708,-90.7632,-1.604,-7.778,2.324,0.1074,22.01,0.371925,0.326155335,-0.023849487,0.2338,0.028632038
1AK4-ranair-it0-8908,0,0.034,0,11.973,27.829,4,1AK4,-32.11001,-40.0788,4.345,-1.122,0.985,0.0782,2.51,0.26752,-0.556047857,1.627093196,0.2274,0.046600471
1AK4-cm-it0-4295,0,0.009,0,22.956,55.442,4,1AK4,-35.95469,-15.7391,-1.298,-4.648,-2.432,-0.0281,-4.02,0.128556,-0.797401905,1.825615287,0.2274,0.009209768
1AK4-cm-it0-7969,0,0.008,0,18.799,62.168,4,1AK4,-37.5865,-48.6723,-1.002,4.028,-2.676,-0.1122,10.01,0.274097,-3.100328445,1.957310438,0.1283,0.018449899
1AK4-cm-it0-8882,0,0.024,0,12.372,34.834,4,1AK4,-35.7401,-53.4267,-0.463,-1.411,-0.614,-0.0181,4.08,0.294029,-1.156066418,1.932747841,0.2274,0.001844913
1AK4-cm-it0-1685,0,0.009,0,17.398,62.439,4,1AK4,-41.99361,-86.359,-2.458,-1.47,1.119,-0.0445,10.09,0.587797,-3.282894135,1.885341048,0.2349,0.015750506
1AK4-cm-it0-6341,0,0.011,0,17.149,54.001,4,1AK4,-35.16554,-35.8853,-1.541,-3.032,-1.197,0.0537,2.2,0.079523,-2.572590828,1.8737638,0.1218,0.00292412
1AK4-cm-it0-9529,0,0.01,0,17.053,54.986,4,1AK4,-37.15702,-49.6063,-1.575,-1.534,-1.598,-0.07,14.5,0.210181,-0.827740192,1.954521656,0.2437,0.003582677
1AK4-cm-it0-4782,0,0.01,0,17.675,56.43,4,1AK4,-41.6462,-48.3458,-0.724,10.983,-3.237,-0.0629,5.87,0.411906,-1.813897729,1.754797697,0.108,0.016900726
1AK4-cm-it0-7352,0,0.014,0,17.102,45.853,4,1AK4,-44.14863,-29.3598,-1.771,-2.912,-1.961,-0.0067,18.93,0.234945,-3.777607203,1.957540035,0.1604,0.007168249
1AK4-ranair-it0-5105,0,0.01,0,17.68,56.242,4,1AK4,-18.3114,-11.1518,12.601,2.406,-2.435,0.0488,5.69,0.325451,-3.090120554,1.936799407,0.15,0.008982558
1AK4-cm-it0-3559,0,0.008,0,15.024,71.429,4,1AK4,-28.98565,-40.8859,-1.678,1.757,-0.191,0.0558,6.56,0.21753,-1.225183964,0.372111917,0.2274,0.019716175
1AK4-cm-it0-9976,0,0.011,0,18.3,51.735,4,1AK4,-52.35732,-44.5296,-2.844,-12.899,-1.012,-0.0336,-4.64,0.170116,-3.172841549,1.683822155,0.2939,0.036701399
1AK4-cm-it0-7072,0,0.01,0,17.675,56.43,4,1AK4,-39.74166,-48.3748,-0.72,10.986,-3.236,-0.0629,5.88,0.41167,-1.702225685,1.64831233,0.108,0.016692711
1AK4-cm-it0-884,0,0.008,0,18.344,65.224,4,1AK4,-44.5333,-53.3851,-1.336,-3.02,-4.452,-0.0142,1.55,0.215933,-0.967535913,1.950921178,0.2274,0.011530965
1AK4-ranair-it0-9080,0,0.01,0,23.229,51.008,4,1AK4,-44.21606,-33.4655,0.681,-7.132,-3.061,0.0084,4.85,0.221744,-0.949880302,1.928021669,0.2274,0.053301723
1AK4-cm-it0-9996,0,0.012,0,16.758,49.027,4,1AK4,-41.356029,-63.2239,-1.819,-7.945,-0.585,-0.0517,23.87,0.110076,-3.340575457,1.938982606,0.167,0.011054357
1AK4-cm-it0-371,0,0.012,0,16.327,50.89,4,1AK4,-49.76958,-95.7873,-1.595,-3.942,0.756,-0.1255,6.87,0.87274,-3.247012615,-0.189249635,0.0994,0.044745822
1AK4-cm-it0-4511,0,0.026,0,9.062,36.377,4,1AK4,-39.47359,-42.9768,-1.901,-13.335,-4.032,0.0004,8.03,0.217962,-2.499434471,1.953160405,0.1332,0.007587988
1AK4-ranair-it0-281,0,0.017,0,17.449,39.662,4,1AK4,-16.21313,-24.38,6.75,-2.234,-1.313,-0.0095,5.55,0.309259,-0.580100358,1.960828543,0.0984,0.02427684
1AK4-cm-it0-8336,0,0.008,0,16.154,67.17,4,1AK4,-22.33258,-37.9765,-0.647,8.233,-3.63,-0.019,21.4,0.178093,-1.285560369,0.529613256,0.2274,0.021723685
1AK4-cm-it0-4481,0,0.02,0,11.849,40.155,4,1AK4,-39.63415,-83.5874,-2.5,-12.083,2.571,-0.0096,-6.09,0.415149,-1.763565183,1.788658142,0.2274,0.028057582
1AK4-ranair-it0-2004,0,0.014,0,17.087,45.162,4,1AK4,-36.34237,-73.3787,-0.83,-7.175,0.143,-0.1403,-4.2,0.170038,-3.21958518,1.465892792,0.2484,0.078726569
1AK4-cm-itw-358w,0,0.012,0,13.997,55.142,4,1AK4,-66.7343,-61.8469,-2.88,-10.38,-0.948,-0.1064,9.78,0.552972,-2.497171164,1.955236554,0.1916,0.056476765
1AK4-cm-it0-4247,0,0.014,0,12.598,51.445,4,1AK4,-42.03443,-60.9113,-1.427,-3.794,0.275,0,6.44,0.234391,-1.709248543,1.958904743,0.0851,0.004383021
1AK4-cm-it0-6917,0,0.008,0,18.031,65.206,4,1AK4,-37.65763,-49.2458,-0.612,-5.633,-1.609,-0.0701,-0.46,0.273599,-1.106878281,1.938529134,0.3084,0.045064728
1AK4-ranair-it0-4483,0,0.01,0,22.496,51.393,4,1AK4,-22.79461,-11.7703,1.96,1.791,-1.891,-0.063,15.24,0.247501,-1.146997094,1.935884118,0.1454,0.007051029
1AK4-cm-it0-1129,0,0.018,0,15.154,40.085,4,1AK4,-37.85073,-54.0922,-1.488,-9.344,-1.945,-0.0869,2.54,0.382275,-0.961616755,1.953415871,0.2274,0.019792033
1AK4-cm-it0-4683,0,0.024,0,13.705,33.178,4,1AK4,-29.67972,-15.0724,-1.941,-1.79,0.151,-0.0342,2.09,0.16073,-2.018876553,1.962499619,0.2679,0.011077116
1AK4-ti5-it0-132,0,0.088,0.116,8.797,23.191,4,1AK4,-33.7818,-33.0374,3.294,-4.214,1.947,0.1076,-7.94,0.443176,0.976986408,0.842780828,0.2274,0.049710804
1AK4-ranair-it0-3554,0,0.014,0,16.675,44.991,4,1AK4,-31.136669,-36.9664,2.974,-3.492,-2.412,0.0193,-10.95,0.230563,-1.778236032,1.413248301,0.1994,0.075073566
1AK4-ranair-it0-6376,0,0.008,0,19.631,64.641,4,1AK4,-27.58412,-15.7378,6.093,1.203,-2.405,0.1597,10.09,0.246974,-1.506734848,1.912952065,0.1148,0.014149755
1AK4-cm-it0-6455,0,0.009,0,17.623,59.174,4,1AK4,-41.75635,-34.3248,2.579,-2.507,-2.712,-0.0714,7.73,0.277478,-2.933340073,1.957308531,0.166,0.007213075
1AK4-ranair-it1-92,0,0.012,0,13.502,55.16,4,1AK4,-79.63422,-56.7315,-2.782,-2.447,1.205,0.1092,6.77,0.442724,-1.542408228,-1.348288178,0.2274,0.110692376
1AK4-cm-it0-5667,0,0.009,0,16.399,61.563,4,1AK4,-34.95318,-49.0534,0.357,9.233,-3.175,-0.0779,23.63,0.129429,-2.789421082,1.942200303,0.1911,0.009752815
1AK4-cm-it0-1816,0,0.012,0,14.069,51.842,4,1AK4,-44.94683,-83.6051,-1.985,-4.094,1.38,-0.0395,11.63,0.387485,-0.999739587,1.867200255,0.1028,0.013154723
1AK4-cm-it0-5003,0,0.023,0,9.18,40.709,4,1AK4,-26.23728,-14.2841,-1.867,0.503,-3.602,0.0209,12.77,0.17875,-1.012732267,1.943762779,0.2274,0.045879178
1AK4-cm-it0-1106,0,0.012,0,16.647,51.248,4,1AK4,-51.06445,-86.1141,-1.18,-1.576,-1.305,0.0219,-2.55,0.555367,-3.801964998,1.517687082,0.1357,0.006618363
1AK4-ranair-it0-1467,0,0.007,0,18.123,70.347,4,1AK4,-24.25806,42.0009,3.789,1.474,-2.749,-0.0009,4.8,0.101262,-1.359347224,1.962426186,0.2274,0.005450927
1AK4-cm-it0-9124,0,0.011,0,14.423,57.211,4,1AK4,-37.91658,-44.5254,1.529,-1.854,-2.508,-0.0309,4.49,0.086049,-2.348732471,1.809367418,0.2147,0.006102498
1AK4-cm-it0-5789,0,0.009,0,15.693,61.801,4,1AK4,-30.68371,-54.4022,-0.105,-6.908,-2.497,-0.0084,17.78,0.346864,-1.903112769,1.945942163,0.2274,0.011354511
1AK4-cm-it0-8850,0,0.017,0,19.186,39.592,4,1AK4,-56.4219,-87.6558,-2.346,2.839,-1.864,-0.1621,9.31,0.695866,-0.893128216,1.910004616,0.2407,0.097590956
