PDB,seqid,classification,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,dMaSIF,DeepRank-GNN,PIsToN
T29_2184,90.9,incorrect,T29,0,-95.87771,-204.235,-3.031,-8.449,8.606,-0.163,-25.93,0.769294,0.3537,-0.578513622,0.009948583,1.474308014
T29_2185,90.8,incorrect,T29,0,-82.5829,352.813,113.507,0.76,-1.362,-0.0405,-13.52,0.149247,0.6361,-0.64626348,0.0088259,1.94750917
T29_2186,90.9,acceptable,T29,1,-79.42212,428.884,165.408,-42.821,12.595,-0.2151,-61.81,1.160018,0.2679,0.451337695,0.101119511,0.511340857
T29_219,90.7,incorrect,T29,0,-76.62248,-132.369,-2.383,-16.974,4.044,-0.0865,-31.47,0.551985,0.2274,-0.951832056,0.010279951,0.961772978
T29_22,88.3,incorrect,T29,0,-56.22665,988.798,188.594,-19.631,5.214,0.2555,-23.08,0.700999,0.2342,1.064885139,0.00601585,1.644209623
T29_220,90.9,incorrect,T29,0,-90.14609,-200.893,-4.391,-19.768,2.486,-0.2577,-8.43,0.908401,0.2598,-2.184782028,0.005842288,0.887795329
T29_221,90.9,incorrect,T29,0,-89.2976,78.8286,44.947,-13.417,8.636,-0.2155,-13.31,0.866169,0.2762,-1.539408684,0.010279951,1.647245646
T29_222,94.5,incorrect,T29,0,-69.9358,103.403,93.412,-21.746,2.235,-0.0024,-48.94,0.521367,0.324,-0.05918964,0.010279951,1.613631129
T29_223,90.9,incorrect,T29,0,-36.43723,1440.16,415.831,-1.636,0.632,-0.0312,-37.75,-0.032682,0.2274,-0.268859953,0.006723474,1.509458661
T29_224,90.8,"clashes,incorrect",T29,0,-33.6523,2168.35,593.105,-3.983,-0.596,0.106,-68.92,0.44745,0.4705,-0.387672722,-0.0310145,0.358779907
T29_225,88.3,incorrect,T29,0,-44.5686,-35.5451,-1.992,-4.719,-0.553,-0.051,10.85,0.397718,0.2274,-0.72828728,0.009051481,1.811724663
T29_226,88.3,incorrect,T29,0,-47.44802,398.308,104.485,-7.589,7.994,0.0077,-38.18,0.827116,0.2329,1.460875392,0.010279951,1.159301758
T29_227,90.9,"clashes,incorrect",T29,0,-26.9779,4908.54,1489.892,29.157,4.925,-0.0662,-155.59,0.475504,0.2402,-0.138231963,0.010279951,0.833087504
T29_228,94.5,incorrect,T29,0,-71.62548,237.425,123.871,-22.27,5.741,-0.0766,-45.18,0.895802,0.2274,0.164091766,0.010279951,0.913949728
T29_229,90.9,incorrect,T29,0,-68.3434,-178.035,4.702,-9.718,3.249,-0.1374,-6.94,0.740644,0.2881,-0.778600574,0.010279951,1.871455193
T29_23,90.7,incorrect,T29,0,-71.3356,-84.9519,-3.271,-27.645,3.312,-0.1528,-14.42,0.618179,0.2274,-0.182854459,0.010279951,1.183822632
T29_230,94.5,incorrect,T29,0,-72.5563,191.304,116.209,-21.914,1.645,-0.0334,-49.63,0.490139,0.3278,-0.070499808,0.010279951,1.582523942
T29_232,88.3,incorrect,T29,0,-77.66056,221.018,93.346,-17.312,8.236,-0.0506,-15.28,0.893449,0.2355,1.08975029,0.012289648,0.741904616
T29_233,90.9,incorrect,T29,0,-51.4309,1444.93,448.979,9.841,-5.37,0.1956,-24.87,-0.128281,0.2696,-0.690188706,0.010279951,1.933700681
T29_234,90.9,incorrect,T29,0,-48.14125,-246.103,2.432,-28.027,6.584,-0.0533,-48.76,0.829172,0.3291,0.173529372,0.087056696,-0.024113774
T29_235,90.9,incorrect,T29,0,-65.60205,86.5142,64.945,-6.528,-2.867,-0.0662,-3.17,0.472478,0.2349,0.38130796,0.010279951,1.928736329
T29_236,90.9,incorrect,T29,0,-76.2826,369.756,227.053,-21.808,0.577,0.1315,-48.88,0.504723,0.2274,-0.948605418,0.009580937,1.278998375
T29_237,90.9,medium,T29,1,-167.1084,-344.549,-4.458,-50.216,15.517,-0.3595,-70.73,1.511911,0.2379,1.221167088,0.183840334,-0.218308449
T29_238,90.9,incorrect,T29,0,-107.0213,-304.533,-5.741,-40.446,9.529,-0.1741,-38.9,0.972525,0.2492,0.495735735,-0.289975703,0.061024666
T29_239,88.2,incorrect,T29,0,-46.44426,283.188,187.804,8.616,2.782,0.3039,-1.78,0.651872,0.2274,-2.172386885,0.010279951,1.901140571
T29_240,90.9,incorrect,T29,0,-173.5268,-198.52,-14.407,-2.684,-4.7,-0.0311,-36.18,0.822806,0.3035,-1.070733905,0.010279951,-0.397853017
T29_242,90.9,acceptable,T29,1,-140.6523,-250.395,-7.442,-35.978,16.039,-0.3246,-53.28,1.332864,0.2346,0.732306957,0.079648197,-1.394816995
T29_243,90.9,incorrect,T29,0,-58.59575,-126.435,-3.075,-5.272,2.048,-0.1392,-7.86,0.698074,0.2274,-0.502616227,0.005504549,0.381800175
T29_244,90.9,"clashes,acceptable",T29,1,-71.368,3456.61,1068.571,-10.162,10.411,-0.3358,-105.94,0.309399,0.2601,-0.19145675,0.485504568,0.658765852
T29_245,90.9,incorrect,T29,0,-76.27841674,552.023,111.719,1.266,-7.008,-0.0006,7.89,0.12502,0.3129,-1.234551072,0.009716487,0.916341066
T29_247,88.3,incorrect,T29,0,-42.7593,-61.8039,-0.463,-12.413,-1.765,-0.0623,-0.53,0.363334,0.2333,-0.10421548,0.006019217,1.628827453
T29_248,90.9,incorrect,T29,0,-62.0628,1775.82,380.247,19.854,-11.281,0.2475,-15.55,0.175099,0.3186,-1.2718997,0.010279951,0.429249525
T29_249,90.9,incorrect,T29,0,-40.5032,1086.31,417.391,30.157,-2.797,0.154,33.14,0.280756,0.2608,-0.602597594,0.010279951,1.945056438
T29_251,90.9,incorrect,T29,0,-214.63408,-409.173,-14.279,-33.789,2.008,0.0662,-52.32,1.587256,0.3935,-0.980021715,0.013800381,-1.586374283
T29_252,90.9,incorrect,T29,0,-68.972,145.737,118.118,-11.034,4.004,-0.0872,-45.48,0.68713,0.2274,-0.927980244,0.009592657,0.813105404
T29_253,90.9,incorrect,T29,0,-144.4158,-147.192,-4.433,-35.187,5.286,-0.1384,-39.46,0.78637,0.3202,0.683055997,0.016101219,-0.039102316
T29_254,90.9,incorrect,T29,0,-132.43059,-240.471,-6.523,-14.353,14.304,-0.2762,-34.95,0.934285,0.3135,-0.656108916,0.010279951,0.047027588
T29_255,88.3,incorrect,T29,0,-57.84484,575.881,198.096,-2.298,2.606,0.4162,-12.39,0.608324,0.2337,-0.782292545,0.05407298,1.937895298
T29_256,90.9,incorrect,T29,0,-115.9994,-152.087,-7.424,-33.319,9.078,-0.0946,-17.51,0.669953,0.3065,-0.268640846,0.010279951,1.651814938
T29_257,90.9,incorrect,T29,0,-45.56276,1124.98,233.025,17.004,0.423,0.0104,-5.47,0.878616,0.29,0.47563985,0.010279951,1.479868174
T29_258,90.8,incorrect,T29,0,-58.93717,749.688,294.106,-16.539,2.024,-0.1066,-67.5,0.412602,0.2274,-1.050332427,-0.007822155,0.445844769
T29_259,90.9,medium,T29,1,-165.9052,-368.156,-5.463,-49.322,10.903,-0.3575,-71.21,1.409304,0.2554,1.395460725,0.152278602,-1.719370484
T29_260,90.9,acceptable,T29,1,-151.3467,-310.952,-7.765,-39.265,18.858,-0.4106,-80.4,1.629111,0.2545,0.840103388,0.288343668,-1.093050957
T29_261,88.3,incorrect,T29,0,-41.77598,35.7149,41.466,-3.853,7.709,0.1207,-28.63,0.82611,0.2382,1.064687014,0.010279951,0.978598297
T29_262,90.8,incorrect,T29,0,-82.5362,330.808,156.984,-9.071,10.037,0.054,-44.98,0.728286,0.5586,-0.130097032,0.009496767,0.923594117
T29_264,90.9,incorrect,T29,0,-148.311819,-317.8,-8.9,-18.314,7.566,-0.1233,-45.45,1.298141,0.3621,-0.062514469,0.089632951,-1.481808543
T29_265,88.3,incorrect,T29,0,-108.6346,-153.195,-3.032,-25.04,1.384,0.0137,-1.99,0.679886,0.232,-0.143937707,0.007910177,1.951212049
T29_266,90.9,incorrect,T29,0,-53.89712,-155.769,-3.546,-9.914,2.025,-0.0878,17.14,0.543327,0.2274,-1.513261795,0.085117251,1.933486104
T29_267,88.3,incorrect,T29,0,-73.34827,511.738,131.692,-7.877,1.437,0.0272,-20.53,0.40452,0.2497,-0.040302824,0.010279951,0.018935442
T29_269,94.5,incorrect,T29,0,-91.646,-207.021,-1.983,-14.127,3.522,-0.2552,-47.22,0.878483,0.3118,-1.549396396,0.004686035,0.036338449
T29_27,88.3,incorrect,T29,0,-64.574,31.2104,55.338,-14.894,2.945,0.0092,-12.69,0.553223,0.2297,0.450114816,0.028736521,1.632732153
T29_270,90.8,incorrect,T29,0,-47.96275,486.988,119.589,-4.365,1.046,0.134,-12.8,0.287037,0.2274,-1.966986775,0.007956071,1.866681457
T29_271,90.9,incorrect,T29,0,-213.3188,-298.432,-19.101,-20.899,2.97,-0.4225,-66.92,1.433915,0.6433,-1.459559321,0.010279951,-1.136176825
T29_272,90.9,incorrect,T29,0,-67.23089,643.676,226.389,5.883,5.227,0.0033,-34.54,0.75821,0.3673,-2.638358593,-0.205675751,0.293352127
T29_273,90.9,medium,T29,1,-148.9015,-308.998,-7.484,-44.253,11.167,-0.2944,-58.84,1.209491,0.247,1.589496255,0.075808443,-1.181643605
T29_274,90.9,incorrect,T29,0,16.815899999999996,-212.469,14.494,12.826,1.302,-0.0731,-36.06,1.052792,0.6564,-1.250325084,0.042744681,-0.187969804
T29_275,90.9,incorrect,T29,0,-65.53806,299.558,229.47,-12.167,5.978,-0.2962,-46.94,0.722778,0.2809,0.682839572,0.010279951,1.586288929
T29_278,90.9,incorrect,T29,0,-94.83649,-109.566,-5.556,-16.19,-4.842,-0.1679,-29.46,0.356676,0.4168,-0.832400858,0.010279951,-0.056793571
T29_28,90.9,incorrect,T29,0,-82.4181,1339.31,356.28,-24.221,5.297,-0.159,-65.44,0.574368,0.2403,-0.187526166,0.175831124,-0.001920342
T29_280,90.9,incorrect,T29,0,-67.7905,206.652,74.404,19.241,-3.378,0.2579,41.71,0.395133,0.2527,-1.165192962,0.010279951,1.920644641
T29_281,90.9,incorrect,T29,0,-42.8284,-28.3627,-2.308,-4.96,-1.689,0.1025,-6.17,0.11459,0.4245,-1.381493211,0.058707751,1.952847362
T29_282,90.9,incorrect,T29,0,-147.4797,-231.054,-13.664,-17.902,-2.392,-0.2422,-91.2,1.275271,0.637,-0.876242638,0.051937155,-1.796673417
T29_284,88.3,incorrect,T29,0,-50.14624,-128.994,1.042,-7.345,0.817,-0.2379,44.2,0.478071,0.2274,-1.128599048,0.010749258,0.756948709
T29_285,90.9,incorrect,T29,0,-71.35658,-104.841,-2.861,-10.17,-1.302,0.0469,11.63,0.357855,0.2515,-2.042953491,0.041857902,1.920273423
T29_286,94.5,incorrect,T29,0,-56.1032,185.997,66.668,-25.914,1.835,0.1263,-10.58,0.645087,0.2415,-0.659362972,-0.0770165,1.866921663
T29_287,88.2,incorrect,T29,0,-52.91774,123.165,110.807,-2.671,3.683,0.2089,-3.33,0.553228,0.2274,0.254738718,0.010279951,1.435980916
T29_289,88.3,incorrect,T29,0,-88.2105,-115.436,-1.471,5.657,0.203,-0.114,10.98,0.681332,0.2274,-1.368972421,0.007189388,1.94255507
T29_29,88.3,incorrect,T29,0,-66.94786,9.17495,58.17,-13.42,-1.116,0.0773,8.71,0.747923,0.3017,0.114265658,0.002421193,1.782572508
T29_290,90.9,"clashes,incorrect",T29,0,-52.4645,5147.82,1359.313,-17.786,9.524,-0.1758,-148.68,-0.249759,0.2297,0.036875252,-0.1010145,0.288330555
T29_291,88.3,incorrect,T29,0,-56.23536,-57.8461,-2.322,-4.419,0.058,0.0678,-11.02,0.307016,0.3821,-1.268909574,0.004468603,1.955662966
T29_292,90.8,incorrect,T29,0,-71.44372,612.161,302.06,-11.102,4.553,0.0822,-57.71,0.575243,0.2577,-0.244529337,0.004007709,1.824220657
T29_293,90.9,incorrect,T29,0,-100.63199,-282.094,0.991,-15.727,5.08,-0.1563,-14.4,1.321988,0.2424,-1.608164072,0.045637779,0.526931524
T29_294,90.8,incorrect,T29,0,-61.6937,2059.94,446.265,13.503,-7.732,0.2479,-50.53,0.111781,0.2815,-0.959236979,0.018492732,1.781618595
T29_295,90.9,incorrect,T29,0,-80.8883,447.067,159.654,2.06,-3.86,-0.1167,-19.68,0.249501,0.2576,-2.066600084,0.010279951,1.925217748
T29_296,88.3,incorrect,T29,0,-47.78316,-62.4095,37.294,-15.218,7.243,-0.113,-31.58,0.847199,0.2319,1.485556126,0.117628478,0.694965661
T29_297,90.9,incorrect,T29,0,-74.8944,1504.74,329.042,7.172,-3.635,0.0449,-35.09,0.47543,0.2747,-1.404211283,0.010279951,1.172120094
T29_298,94.5,incorrect,T29,0,-44.71631,296.784,128.511,-17.696,3.766,-0.1058,-5.23,0.430666,0.2687,1.237580776,0.014107081,1.914804339
T29_299,90.9,incorrect,T29,0,-67.6857,-15.6442,31.575,16.255,-3.023,0.1671,26.47,0.209078,0.2274,0.126905099,0.010279951,1.912123919
T29_3,90.9,"clashes,medium",T29,1,-101.9068,4027.38,904.809,-31.499,13.327,-0.212,-125.9,0.209229,0.2398,0.719171286,0.203573495,1.457241297
T29_30,90.9,incorrect,T29,0,-78.4694,-86.5644,2.79,11.737,-3.98,-0.0557,2.39,0.542351,0.2461,-1.0130831,0.010279951,1.887156725
T29_300,90.8,incorrect,T29,0,-76.3362,1887.08,415.992,4.349,-5.822,0.2496,-71.59,0.311838,0.2274,-1.476204157,0.01059285,1.092956781
T29_301,90.9,incorrect,T29,0,-35.7488,-129.613,3.31,9.023,-1.72,-0.0929,15.92,0.615383,0.2589,-0.262570322,0.005683885,1.960659981
T29_302,90.8,acceptable,T29,1,-109.2915,973.346,410.826,-36.434,12.59,-0.025,-87.04,1.173945,0.2415,0.371659398,0.028550312,0.041541576
T29_303,94.5,incorrect,T29,0,21.97206,357.575,218.881,-25.746,3.564,-0.1521,-20.72,0.559439,0.2437,0.140853167,0.037520584,1.798263311
T29_304,90.9,incorrect,T29,0,-65.41002,1121.75,190.27,6.125,-2.126,-0.0047,4.76,0.21762,0.2274,-3.037995577,0.030489415,1.58711803
T29_305,90.9,incorrect,T29,0,-157.5122,-169.338,-6.089,-41.485,5.885,-0.2858,-51.99,0.788308,0.3597,0.49869597,0.041330896,0.439461589
T29_306,90.9,medium,T29,1,-167.1566,-331.377,-8.339,-45.698,13.071,-0.3387,-65.27,1.548956,0.2642,1.461656213,0.285598487,-0.011895537
T29_307,94.5,incorrect,T29,0,-45.85848,291.019,139.892,-19.12,3.047,-0.0675,-10.61,0.361147,0.2957,1.27310884,0.059992086,1.22827673
T29_308,90.9,"clashes,incorrect",T29,0,-56.532,3037.25,813.259,21.231,-3.611,0.0332,-65.21,0.190096,0.2745,-2.72120142,0.010279951,0.753584981
T29_309,90.9,incorrect,T29,0,-91.31522,-122.314,-4.471,-19.291,8.978,-0.1856,-6.65,0.607575,0.2754,-0.788189888,0.010279951,0.91546613
T29_31,90.9,medium,T29,1,-161.1549,-377.613,-3.198,-48.219,12.91,-0.4124,-69.9,1.739271,0.251,1.565028906,0.049876519,-0.963900983
T29_310,94.5,incorrect,T29,0,-68.26388,433.314,227.149,-24.396,2.279,0.0486,-28.3,0.856646,0.3141,0.662784576,0.010279951,1.781102896
T29_311,90.9,incorrect,T29,0,-94.3082,196.911,98.597,-11.224,-3.962,-0.126,-31.59,0.710365,0.3066,-0.786800385,0.010279951,1.565407038
T29_312,90.9,incorrect,T29,0,-126.0602,-283.904,-12.732,-11.283,-0.937,-0.1819,-48.02,1.100408,0.4032,-0.976629853,0.010279951,-0.369328737
T29_313,90.9,incorrect,T29,0,-67.45468,1903.21,516.384,9.467,-5.003,0.0638,-74.17,0.38747,0.2855,-1.222612858,0.010279951,0.025976181
T29_314,90.9,"clashes,incorrect",T29,0,-56.532,3037.25,813.259,21.231,-3.611,0.0332,-65.21,0.190096,0.2745,-2.72120142,0.010279951,1.958548546
T29_315,90.9,incorrect,T29,0,-80.34278,-105.974,-4.372,-7.174,4.965,-0.2518,15.53,0.72878,0.2386,-0.429297477,0.038127176,1.950593233
T29_316,90.9,medium,T29,1,-152.5948,-316.006,-6.829,-46.441,10.987,-0.3309,-63.95,1.513164,0.2638,1.416334867,0.083488092,-0.593553543
T29_317,90.9,incorrect,T29,0,-81.86619,-131.137,-5.909,-19.278,11.35,-0.0976,-20.89,0.75678,0.2494,-1.437275767,0.02145922,0.65326184
T29_318,90.9,incorrect,T29,0,-63.01957,639.655,193.674,-6.387,3.081,-0.1956,-22.98,0.494982,0.2274,-0.800486982,-0.214559272,0.352248669
T29_319,90.9,acceptable,T29,1,-115.2111,515.862,289.36,-39.18,8.817,0.0412,-86.99,0.852428,0.2336,1.011902213,0.348207444,0.024117589
T29_32,90.7,incorrect,T29,0,-84.80902,-67.5329,-4.93,-30.969,3.3,-0.1063,-33.18,0.717883,0.2274,-1.026768446,0.005141238,0.448754668
T29_320,88.3,incorrect,T29,0,-46.15937,811.407,73.393,-5.112,0.876,0.3552,10.19,0.348698,0.3007,-0.067538217,0.012534952,1.960038662
T29_321,90.9,incorrect,T29,0,-91.0097,-165.246,-1.643,-6.025,-0.044,-0.1231,-17.15,0.713124,0.2612,-0.616107523,0.010279951,0.788624823
T29_322,94.5,incorrect,T29,0,-91.22364,601.649,293.616,-20.685,6.722,-0.0857,-68.23,0.770244,0.4723,1.042359114,0.011641159,-0.038918138
T29_323,94.5,incorrect,T29,0,-71.3905,496.446,178.516,-22.599,1.041,0.0165,-27.68,0.386721,0.2843,-0.355095208,0.010279951,1.726089597
T29_324,88.2,incorrect,T29,0,-80.7641,-169.312,-4.976,-32.933,0.275,-0.2189,-2.34,0.785149,0.2274,0.20837687,0.008355248,1.784627318
T29_325,88.3,incorrect,T29,0,-54.2322,240.36,80.343,-12.712,6.018,0.091,-26.66,1.045039,0.2403,1.239565372,0.034969851,1.524075985
T29_326,90.9,incorrect,T29,0,-61.6939,-48.6738,5.478,-6.163,0.946,0.0642,-10.78,0.349036,0.2861,-0.32173264,0.005678546,1.941497803
T29_327,94.5,incorrect,T29,0,-86.18924,-158.983,-3.844,-17.703,2.333,-0.1226,-38.42,0.623357,0.2769,-0.135086805,0.008427032,1.622448683
T29_328,88.2,incorrect,T29,0,-53.08244,327.158,67.987,-15.685,0.595,0.1629,4.88,0.305985,0.2274,0.002829061,0.010279951,1.940587163
T29_329,90.9,incorrect,T29,0,-103.48391,-89.5025,-4.308,-14.133,0.878,-0.1032,6.06,0.48877,0.2992,0.15269956,0.042130139,1.942466259
T29_33,90.9,incorrect,T29,0,-72.53935,211.247,76.164,-16.479,-0.34,-0.1155,-8.34,0.404973,0.3718,-3.664843798,0.141095072,1.906528354
T29_330,90.9,incorrect,T29,0,-59.01175,1439.19,445.456,13.516,-9.285,0.0509,-30.24,0.101379,0.3193,-0.711388588,0.010279951,1.854631186
T29_331,90.9,medium,T29,1,-120.21,819.226,378.435,-39.431,11.642,-0.1486,-82.42,1.096181,0.246,1.067798138,0.388755947,0.050751925
T29_332,90.7,incorrect,T29,0,-56.4339,-120.666,-3.66,-10.372,0.2,-0.0538,-30.54,0.681386,0.2274,0.708318591,0.010279951,0.690872848
T29_333,90.9,incorrect,T29,0,-72.1733,-146.448,-3.45,4.554,-2.71,-0.0905,-2.88,0.960116,0.2274,-0.763490736,0.010279951,1.934968591
T29_334,90.9,incorrect,T29,0,-94.8881,611.607,74.67,-39.33,4.128,0.1264,-62.26,0.984539,0.2274,-0.274425119,0.010279951,0.736853838
T29_335,90.9,incorrect,T29,0,-57.06814,329.402,147.294,-15.498,-0.431,-0.0671,-40.98,0.236668,0.2274,-0.622388661,0.000989054,-1.513856411
T29_336,90.9,incorrect,T29,0,-72.7713,-79.7454,-0.822,-8.28,-5.073,-0.1095,-3.41,0.470462,0.2274,-0.479952544,0.010279951,1.9045825
T29_337,90.9,incorrect,T29,0,-56.33254,974.79,150.056,0.677,-6.52,0.0964,-14.17,0.519938,0.3741,-0.716119468,0.010279951,1.913221598
T29_339,90.9,incorrect,T29,0,-56.26984,-145.301,6.251,-5.061,1.49,-0.011,-24.69,0.975837,0.6049,-0.323000669,0.023802835,1.863671422
T29_34,88.3,incorrect,T29,0,-72.1458,-90.403,-0.739,-8.053,-5.312,-0.0727,13.93,0.62097,0.2648,0.29265818,0.003070049,1.929457664
T29_340,90.9,incorrect,T29,0,-81.71167,-202.267,-3.142,-6.135,1.868,-0.1659,-5.3,0.646864,0.235,-0.656346619,0.007666329,0.684726
T29_341,94.5,incorrect,T29,0,-79.08672,263.262,135.135,-17.162,7.846,-0.1728,-21.22,0.74728,0.5023,0.713780403,0.010279951,1.520929575
T29_342,88.3,incorrect,T29,0,-41.38262,37.5952,-0.2,-0.657,-2.728,0.0445,30.88,0.316803,0.2324,-0.640992939,-0.000329782,1.946966052
T29_343,90.9,incorrect,T29,0,-110.64653,-97.0181,-9.2,-21,-4.219,-0.1113,-22.99,0.822802,0.3883,-1.049297094,0.010279951,-0.110518456
T29_344,90.9,acceptable,T29,1,-147.5164,-345.009,-5.189,-36.965,14.169,-0.1423,-77.79,1.394839,0.2651,1.554974675,0.207361683,-1.825204372
T29_345,90.9,incorrect,T29,0,-184.11394,-176.622,-13.639,-31.123,-4.121,0.0021,-29.17,0.708285,0.3315,-0.520317078,0.010279951,0.029945016
T29_346,94.5,incorrect,T29,0,-60.71728,269.599,165.257,-21.712,6.712,-0.0193,-38.78,0.635333,0.2298,0.532331884,0.010011191,1.777641892
T29_347,90.8,"clashes,incorrect",T29,0,-52.86583,1693.38,358.306,0.102,0.478,0.1926,-50.3,0.396235,0.2274,-1.294093251,0.004234264,1.106400728
T29_348,90.9,incorrect,T29,0,-120.160678,-160.934,-3.991,-26.413,-2.602,-0.0926,-12.29,0.483358,0.2827,-1.247067094,0.008290586,1.16442728
T29_349,90.8,incorrect,T29,0,-81.07001,911.011,325.186,1.286,3.301,0.1089,-15.78,0.488247,0.2723,-2.428044081,0.011678748,1.945975542
T29_35,90.9,incorrect,T29,0,-51.41719,167.821,99.27,-15.169,0.323,-0.1835,3.58,0.344616,0.2359,-2.485072613,0.037577614,0.194288135
T29_350,90.9,incorrect,T29,0,-71.6102,-195.579,2.181,-6.578,0.262,-0.0154,12.64,0.681764,0.2386,-0.498669326,0.0072799,1.810779929
T29_351,88.3,incorrect,T29,0,-59.9531,-153.795,-1.22,-6.582,-1.781,-0.0558,6.39,0.513323,0.2274,0.204374656,0.005400795,0.989737272
T29_352,90.9,incorrect,T29,0,-85.9496,763.755,376.702,-23.909,8.523,-0.0376,-79.78,0.562822,0.3102,0.535303712,0.019128282,0.715141714
T29_354,90.9,incorrect,T29,0,-37.52394,857.467,198.464,-0.364,-3.123,-0.0053,-21.5,0.110964,0.3097,-0.012253586,0.010279951,1.904909968
T29_355,90.9,incorrect,T29,0,-61.2296,1071.02,272.573,7.306,-7.789,-0.0727,-3.97,0.325753,0.3908,-0.837935746,0.008615265,1.946035385
T29_356,90.9,incorrect,T29,0,-71.43797,-208.127,-3.345,-15.58,4.499,-0.1168,-7.38,0.880597,0.2902,-0.200858489,0.010279951,1.197072506
T29_357,90.9,incorrect,T29,0,-74.46594,-144.808,-3.796,-9.432,1.759,-0.0583,-20.47,0.698304,0.2846,0.239188269,0.010279951,1.359628439
T29_359,90.9,incorrect,T29,0,-38.97819,364.862,142.974,-12.126,1.501,0.0664,-47,0.245179,0.3276,-1.090800762,0.007702585,0.014230132
T29_36,90.9,incorrect,T29,0,-136.99889,-140.989,-10.185,-28.523,-3.16,0.0288,-24.24,0.760509,0.2617,-0.827863932,0.009752024,1.234916449
T29_360,88.2,incorrect,T29,0,-5.54434,149.066,56.049,14.814,-0.607,0.1673,18.88,-0.014681,0.2274,-1.280729294,0.009784139,1.952677727
T29_361,90.9,acceptable,T29,1,-147.432,-328.403,-8.783,-38.424,20.656,-0.4831,-91,1.594098,0.2568,0.791969657,0.102590606,-1.137877226
T29_362,90.9,incorrect,T29,0,-77.8847,-78.9369,-0.44,-1.621,-5.46,-0.0352,3.7,0.761632,0.2752,-1.821345091,0.018153062,1.922240615
T29_363,90.9,"clashes,incorrect",T29,0,-87.88548,4444.92,1353.641,35.605,-6.254,0.4552,-95.61,0.307615,0.2768,-2.663114548,0.010279951,1.91736269
T29_364,90.9,"clashes,incorrect",T29,0,-75.13926,2454.21,500.648,28.981,-2.697,0.3198,-20.23,-0.004694,0.6424,-0.611709893,0.009382759,1.523388505
T29_365,90.9,incorrect,T29,0,-24.08788,918.696,278.18,8.55,1.227,0.0067,-0.85,0.222151,0.2305,-1.258562684,0.010451161,1.789984107
T29_367,90.9,incorrect,T29,0,-65.59208,-54.485,18.9,13.354,-0.567,0.0828,7.8,0.151067,0.3075,-2.298275948,0.010279951,1.934777737
T29_368,90.9,"clashes,incorrect",T29,0,-72.02486,2385.49,553.332,23.672,-9.753,0.3116,-37.84,-0.064768,0.3894,-0.738060653,0.010279951,1.899855494
T29_369,90.9,incorrect,T29,0,-84.4312,257.684,106.501,30.886,-5.754,0.2134,-9.71,0.530263,0.2274,-1.59864974,0.010279951,1.901804566
T29_37,90.8,incorrect,T29,0,-75.04865,1096.74,367.65,2.081,1.443,0.1087,-62.18,0.358914,0.3098,-1.389176011,0.006488624,1.543996572
T29_370,90.9,"clashes,incorrect",T29,0,-67.19894,5195.31,1394.3,16.744,2.011,0.2641,-85.6,0.105924,0.504,-0.160344526,0.025836045,0.836528897
T29_371,90.9,incorrect,T29,0,-60.36035,-108.817,19.74,-6.007,2.776,-0.021,-43.43,0.739044,0.5947,-0.827244997,0.005879537,0.493146181
T29_372,90.9,"clashes,incorrect",T29,0,-45.7419,5272.93,1524.735,63.563,-11.954,0.4659,-80.9,-0.603069,0.3507,-1.485746264,0.010279951,1.784417272
T29_373,94.5,incorrect,T29,0,-63.60444,274.72,100.601,-20.353,5.02,-0.1011,-42.74,1.025066,0.2274,-0.136875063,0.010279951,0.976587474
T29_374,90.9,incorrect,T29,0,-231.96772,-360.004,-18.887,-39.892,7.2,-0.2771,-64.11,1.275761,0.4144,-0.480540723,0.010279951,-1.664688587
T29_376,90.9,incorrect,T29,0,-77.3521,-13.916,49.327,10.529,-4.621,0.2797,-24.3,0.710382,0.2483,-1.938784719,0.010279951,-0.036105394
T29_377,90.9,incorrect,T29,0,-66.37383,-200.578,-3.233,-7.537,2.702,-0.2397,-22.72,0.672031,0.2492,-0.623422861,0.046215616,1.9655509
T29_378,94.5,incorrect,T29,0,-98.9053,762.195,237.522,-25.91,6.48,-0.225,-65.17,0.644831,0.2996,0.899077535,0.010279951,0.13852942
T29_379,88.2,incorrect,T29,0,-7.00697,138.526,69.616,1.669,4.029,0.0505,23.12,0.119815,0.2274,-1.554442406,0.004892576,1.733257651
T29_38,90.9,"clashes,incorrect",T29,0,166.0177,6929.27,2058.161,38.649,0.577,0.1149,-237.72,-0.338822,0.2413,0.54185617,0.024613969,-1.886607885
T29_380,90.9,acceptable,T29,1,-72.33002,135.876,82.061,-45.998,12.125,-0.1953,-52.6,1.257585,0.2444,0.339525849,0.093887694,-0.022134304
