PDB,PID,seqid,label,capri_quality,Unnamed: 5,Unnamed: 6,model,nclash,fnat,fnonnat,lrmsd,irmsdbb,irmsdsc,distance,theta,classification,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,DeepRank-GNN,GNN-DOVE,dMaSIF,PIsToN,DeepRank,HADDOCK
T29_1981,T29,90.9,0,4,,,T29_1981_conv,174/100,0.0612,0.9595,23.1205,9.9896,10.7199,5.625,125.9123,"clashes,incorrect",127.666,129.033,-30.832,7.628,-0.1059,-146.48,1.386667,0.06012946,0.4691,0.195340812,-1.002027035,-2.53750962,248.4398
T29_1982,T29,90.9,0,4,,,T29_1982_conv,15/100,0.0,1.0,51.6082,17.3124,17.7754,45.3376,137.2406,incorrect,-258.894,-3.006,-19.514,16.788,-0.1349,-36.06,0.907856,0.170049325,0.6228,-1.571435928,-1.44623816,-0.906474501,-140.35609
T29_1983,T29,90.9,0,4,,,T29_1983_conv,10/100,0.0,1.0,28.1355,8.6326,8.9818,23.6493,67.3767,incorrect,-156.026,-4.767,-14.924,16.299,-0.1711,-15.38,0.814033,0.013897371,0.0855,-0.59595418,1.177453518,1.43993187,-86.75277
T29_1984,T29,90.7,0,4,,,T29_1984_conv,8/100,0.0,1.0,50.8714,10.4962,11.4033,44.8171,122.9579,incorrect,43.0678,11.001,-16.858,1.862,-0.1094,-56.7,0.669232,0.011619713,0.1429,-0.891924262,-1.638338923,2.041458368,-79.98628
T29_1985,T29,87.8,1,3,,,T29_1985_conv,6/100,0.5897,0.6034,6.8574,2.3461,2.8426,4.7387,23.6696,acceptable,-329.666,-7.307,-45.902,15.844,-0.2762,-61.99,1.163679,0.085823372,0.0904,1.624060273,-0.250132918,3.456965923,-126.4164
T29_1986,T29,88.3,0,4,,,T29_1986_conv,14/100,0.0,1.0,73.1712,26.8062,28.0725,72.347,48.6164,incorrect,-149.616,1.231,-22.966,-0.002,0.0315,-9.63,0.5472,0.008866856,0.4272,-1.462311029,1.51956284,2.245980859,-57.25673
T29_1987,T29,90.9,0,4,,,T29_1987_conv,27/100,0.0,1.0,31.0675,8.9682,9.4947,30.0217,42.3089,incorrect,34.5336,14.22,-24.31,3.843,-0.0476,-46.34,0.913217,0.02426447,0.3056,-1.456817746,1.674905777,-3.215436339,-55.68384
T29_1988,T29,90.9,0,4,,,T29_1988_conv,60/100,0.0,1.0,16.6877,8.6678,9.2013,10.7456,56.0439,incorrect,-239.914,13.852,-22.493,6.873,-0.1414,-30.27,1.453959,0.175919607,0.1861,1.097156763,0.020163417,4.068653107,-78.9028
T29_1989,T29,88.3,0,4,,,T29_1989_conv,33/100,0.0,1.0,32.8157,16.2101,17.5619,19.5504,154.2473,incorrect,609.848,160.618,3.158,5.969,-0.0247,-30.02,0.855687,0.015549472,0.0665,0.642203748,0.802532434,-6284.19873,4289.28
T29_1990,T29,90.9,0,4,,,T29_1990_conv,9/100,0.0204,0.9804,49.4284,12.3515,13.0558,43.9878,116.1575,incorrect,-159.534,-3.972,-19.208,16.483,-0.2241,-24.33,0.984267,0.007764209,0.1075,-0.715767801,0.531195045,0.27580598,-87.08703
T29_1991,T29,88.3,0,4,,,T29_1991_conv,6/100,0.0,1.0,82.2495,29.1615,29.673,78.9612,133.3557,incorrect,-162.201,1.063,-19.255,-5.19,-0.1473,2.3,0.76812,0.017674387,0.2256,-0.87950021,1.098239899,1.799509317,-86.7981
T29_1992,T29,90.9,0,4,,,T29_1992_conv,21/100,0.0,1.0,76.6954,25.5564,26.7793,72.1819,171.4229,incorrect,54.5641,22.703,32.498,-9.192,0.0764,69.12,-0.013395,0.010238124,0.0753,-0.900711417,1.869356036,-2.095553994,-8.4148
T29_1993,T29,88.3,0,4,,,T29_1993_conv,56/100,0.0816,0.9111,27.9652,10.9439,12.3319,12.9422,171.9529,incorrect,1122.1,395.114,-9.007,1.938,0.0074,-55.7,0.548594,0.00734145,0.2906,-0.070795037,1.780614495,176825.3672,5271.70571
T29_1994,T29,90.9,0,4,,,T29_1994_conv,151/100,0.0612,0.972,44.4296,11.8689,13.1776,35.6679,153.5903,"clashes,incorrect",27.6728,112.635,-25.732,3.297,-0.1737,-116.92,1.188706,0.025272602,0.6309,0.119561955,-1.582962632,-1.143792003,93.9225
T29_1995,T29,90.9,0,4,,,T29_1995_conv,9/100,0.0,1.0,39.9004,18.4969,19.1107,30.8892,141.0412,incorrect,-130.434,10.107,-0.708,0.517,-0.1244,-13.01,0.668206,0.006792769,0.1088,-0.351830393,1.271691203,-3.795837879,-78.29337
T29_1996,T29,90.9,0,4,,,T29_1996_conv,2/100,0.0,1.0,15.5725,8.2545,8.8796,10.7922,48.909,incorrect,-154.855,-5.878,-22.719,9.03,-0.06,-17.86,1.013505,0.074264586,0.0831,1.039305925,0.849615574,3.642563939,-101.3758
T29_1997,T29,94.5,0,4,,,T29_1997_conv,46/100,0.05,0.9556,20.7572,8.7305,9.5915,2.6104,104.3054,incorrect,-168.96,10.618,-35.937,8.304,-0.0998,-35.01,0.863103,0.024211977,0.0944,0.499751806,1.003561735,1.369468927,-55.01824
T29_1998,T29,90.9,0,4,,,T29_1998_conv,3/100,0.0,1.0,78.3598,22.8271,24.5813,75.032,158.1072,incorrect,-31.3372,-0.051,-1.722,-1.632,-0.0421,11.14,0.041351,0.015032606,0.1344,-1.523760319,1.910044909,-4.217809558,-6.63844
T29_1999,T29,90.9,0,4,,,T29_1999_conv,45/100,0.0,1.0,67.8258,26.8436,28.0451,65.6896,76.5451,incorrect,-78.9129,22.151,2.148,-3.961,-0.0034,-31.95,0.993026,0.010124782,0.0884,0.607738316,0.133646011,3.161092162,-62.06856
T29_199,T29,94.5,0,4,,,T29_199_conv,2/100,0.0,1.0,68.7238,26.5492,28.0297,66.2017,86.4674,incorrect,-128.787,1.6,-18.969,-0.504,-0.0375,-33.1,0.389003,0.013754457,0.1985,-0.063963301,1.594816566,1.901306629,-66.7234
T29_19,T29,90.9,0,4,,,T29_19_conv,26/100,0.0,1.0,47.1653,14.361,14.9167,38.8682,165.211,incorrect,2.23949,54.367,7.338,1.396,0.0105,-38.85,0.758303,0.063578337,0.5838,-0.381906152,-0.041385293,-0.40093562,-22.80242
T29_1,T29,90.9,0,4,,,T29_1_conv,29/100,0.0,1.0,72.1856,19.698,20.7005,67.2886,155.9585,incorrect,91.4736,27.643,-7.678,-2.873,0.0717,-28.49,0.604162,0.011406081,0.2137,-1.597500563,1.185289383,-23.78014088,992.68399
T29_2000,T29,90.9,0,4,,,T29_2000_conv,8/100,0.0,1.0,64.1803,19.3083,21.47,61.0099,108.4171,incorrect,-83.0883,14.336,19.015,-5.91,0.0627,24.82,0.39679,0.001030236,0.049,-0.535839975,1.904714823,-7.842871189,-47.27686
T29_2001,T29,90.9,0,4,,,T29_2001_conv,31/100,0.0,1.0,69.2688,21.9826,23.1925,67.396,100.5857,incorrect,-103.246,8.046,-4.423,-2.464,0.0134,-16.84,0.594972,0.012417705,0.4091,-1.499942422,0.76340431,-1.112297922,-60.17068
T29_2002,T29,88.2,0,4,,,T29_2002_conv,53/100,0.0,1.0,25.8877,13.3889,14.2978,15.3543,175.0778,incorrect,-106.372,20.497,-4.992,0.973,0.0046,-26.15,0.578447,0.218955383,0.0678,-0.930544198,-0.015609622,2.020312667,-56.92972
T29_2003,T29,90.9,0,4,,,T29_2003_conv,119/100,0.0,1.0,51.0091,17.7332,19.3308,45.981,137.0265,"clashes,incorrect",106.785,54.477,-2.013,-11.502,0.1118,-37.09,0.913316,0.008571335,0.4005,-0.572615266,-0.014656663,3.164387107,-43.61089
T29_2004,T29,94.5,0,4,,,T29_2004_conv,38/100,0.0,1.0,38.148,14.8608,15.6619,28.9256,130.2232,incorrect,-156.172,37.718,-27.067,6.772,-0.0304,-19.43,0.866742,0.000725072,0.087,-0.287395447,0.708445609,1.751677275,-55.8559
T29_2005,T29,90.9,1,3,,,T29_2005_conv,33/100,0.3469,0.5405,7.8533,2.3478,2.8201,6.2292,21.917,acceptable,-80.6345,36.044,-46.644,12.084,-0.2492,-60.73,1.380021,0.022925213,0.1093,0.579689384,-1.40923214,-2.250039399,-79.5866
T29_2006,T29,90.9,0,4,,,T29_2006_conv,87/100,0.0,1.0,33.5372,14.5335,15.8203,21.4717,158.266,incorrect,-48.4562,53.243,4.552,4.347,0.3847,-19.53,0.627842,0.014383062,0.2302,-0.800422668,1.893845916,3.668068051,9.24694
T29_2007,T29,90.9,0,4,,,T29_2007_conv,26/100,0.0,1.0,57.8407,22.5192,23.8352,52.8769,131.4122,incorrect,-14.1018,16.713,11.617,-6.756,0.3258,-27.77,0.461368,0.018478833,0.0776,-1.100849748,-1.275457621,0.322158009,-42.951458
T29_2008,T29,90.9,0,4,,,T29_2008_conv,2/100,0.0,1.0,62.4612,22.2053,23.4181,61.2716,56.2377,incorrect,-214.459,-5.694,-20.761,-0.941,-0.1912,-21.85,0.879695,0.01099921,0.3528,-1.030367851,-1.412679911,-0.478908181,-99.37476
T29_2009,T29,94.5,0,4,,,T29_2009_conv,51/100,0.0,1.0,51.3418,19.3821,20.4939,50.4624,54.0306,incorrect,-53.004,34.232,-27.272,-2.028,0.0203,-6.07,0.385105,0.009164291,0.2494,0.044274427,1.75573504,0.800805598,-24.58108
T29_200,T29,90.9,1,2,,,T29_200_conv,23/100,0.449,0.3889,4.6813,1.3109,1.9167,3.2002,14.0661,medium,-256.423,4.331,-49.266,12.157,-0.279,-50.99,1.25153,0.024539843,0.3747,0.921358526,1.223071575,-0.407737523,-77.04674
T29_2010,T29,90.8,0,4,,,T29_2010_conv,84/100,0.0,1.0,52.3491,14.0418,16.2052,48.2159,135.1196,incorrect,113.398,71.094,6.403,-10.639,0.2725,-13.26,0.521293,0.000286099,0.7068,-0.932137609,1.916949153,1.005540609,-22.764925
T29_2011,T29,90.9,0,4,,,T29_2011_conv,23/100,0.0,1.0,36.1801,10.1235,10.7412,33.8787,60.6287,incorrect,-191.787,0.091,-9.256,1.138,0.0189,-45.7,0.87544,0.046989024,0.2833,-1.194881916,-1.368046999,3.349989176,-62.579657
T29_2013,T29,90.9,0,4,,,T29_2013_conv,20/100,0.0,1.0,46.0141,19.3872,19.7099,38.7203,172.7136,incorrect,-278.528,-6.157,-10.817,7.84,-0.3406,-66.31,1.285395,0.031967524,0.3107,-0.628500402,-0.033538103,1.688730001,-158.2398
T29_2014,T29,94.5,0,4,,,T29_2014_conv,99/100,0.15,0.9178,33.7029,14.0149,14.73,21.8905,175.4674,incorrect,-126.457,23.985,-35.619,7.197,-0.0319,-55.01,1.036506,0.133544102,0.0691,-0.315032572,-1.334183455,1.508430243,-54.6657
T29_2015,T29,90.9,0,4,,,T29_2015_conv,12/100,0.0,1.0,34.0837,16.461,17.6065,21.5362,148.3151,incorrect,-178.327,13.557,-7.805,3.86,-0.1478,-28.64,0.873896,0.012317772,0.1596,-0.126019046,0.202567339,2.787282228,-78.19404
T29_2016,T29,94.5,0,4,,,T29_2016_conv,45/100,0.0,1.0,25.8255,10.7304,12.4166,15.4669,160.3227,incorrect,93.8473,13.908,-26.494,5.773,0.0625,-36.1,0.895853,0.019893579,0.099,0.534519136,-0.031009436,0.113596618,-44.19518
T29_2017,T29,90.9,0,4,,,T29_2017_conv,9/100,0.0,1.0,39.0349,16.9611,17.6191,31.7716,142.8012,incorrect,-135.46,12.344,-13.728,-0.162,-0.0007,-15.94,0.845293,0.01190435,0.1481,-0.642866135,1.612778187,-0.132635415,-88.98963
T29_2018,T29,90.9,1,2,,,T29_2018_conv,31/100,0.3673,0.5135,6.122,1.8389,2.4395,3.5802,20.8577,medium,-224.595,28.975,-47.062,12.683,-0.2523,-56.79,1.234789,0.025077293,0.2541,0.881195664,-1.130847454,2.063507199,-62.86454
T29_2019,T29,90.9,0,4,,,T29_2019_conv,12/100,0.0,1.0,56.6414,18.2043,20.5367,53.214,113.5576,incorrect,-50.1285,8.476,22.133,-8.687,0.112,69.61,0.206214,0.006432179,0.2112,-1.42396307,1.915434241,-2.285759211,-48.22456
T29_201,T29,88.2,0,4,,,T29_201_conv,43/100,0.0,1.0,30.0047,11.8486,13.1386,19.4777,149.6363,incorrect,-23.2036,24.521,-0.728,3.793,0.1692,-11.75,0.417384,0.012426727,0.1126,-0.419849217,1.933189511,-2.777971745,-5.82422
T29_2021,T29,90.9,0,4,,,T29_2021_conv,142/100,0.0,1.0,26.2616,12.0555,13.3961,16.1644,112.7929,"clashes,incorrect",43.1686,34.26,-5.232,-1.849,0.1882,-39.53,0.628367,0.289002866,0.1553,-0.340506345,-0.06683147,0.353239954,-3.85389
T29_2022,T29,90.9,0,4,,,T29_2022_conv,41/100,0.0,1.0,26.8783,13.1714,14.5929,5.0392,172.8553,incorrect,-182.266,6.177,-33.11,4.278,-0.2708,-33.18,1.008214,0.011142465,0.1209,0.866212845,-0.021028519,2.605484009,-102.8231
T29_2023,T29,88.3,0,4,,,T29_2023_conv,7/100,0.0,1.0,43.6121,10.9861,12.5769,37.429,161.9679,incorrect,-17.9211,-1.91,-18.938,-0.839,0.0344,10.09,0.457736,0.006243493,0.152,-0.288351953,1.776331544,-2.570286155,-68.69858
T29_2024,T29,90.9,0,4,,,T29_2024_conv,11/100,0.0,1.0,21.6003,9.4416,9.8715,17.5121,55.9485,incorrect,-120.941,10.607,-14.371,4.397,0.0886,-40.27,0.507325,0.018203447,0.0613,0.505172193,1.13349247,1.37285912,-85.13369
T29_2027,T29,90.9,0,4,,,T29_2027_conv,14/100,0.0204,0.9808,32.8956,14.9355,15.7364,18.6927,170.2624,incorrect,-215.89,24.215,-6.788,1.151,-0.103,-45.58,1.109334,0.016558487,0.0944,0.143414021,-0.579561234,2.373461843,-47.0734
T29_2028,T29,90.8,0,4,,,T29_2028_conv,121/100,0.0,1.0,64.7638,16.8043,18.1425,58.7377,170.1885,"clashes,incorrect",56.2035,88.114,3.11,-4.532,0.1271,-58.01,0.914547,0.015168268,0.3903,-1.739121318,0.004772305,2.905779123,-69.64377
T29_2029,T29,88.2,0,4,,,T29_2029_conv,9/100,0.0,1.0,32.4173,14.0345,14.8913,22.0509,159.4097,incorrect,-30.3601,2.914,1.294,0.935,0.1012,28.02,0.105163,-0.001791904,0.1092,-1.083858728,1.964756012,-4.38203907,6.43204
T29_202,T29,90.9,0,4,,,T29_202_conv,15/100,0.0,1.0,64.5767,17.4512,17.6682,60.429,126.0102,incorrect,-81.0387,17.026,14.136,-0.628,-0.0234,36.74,0.128924,0.013613006,0.0579,-2.450434208,1.957903862,-0.008499205,-26.22526
T29_2030,T29,90.9,0,4,,,T29_2030_conv,11/100,0.0,1.0,71.1081,18.4957,19.3121,67.1994,143.5493,incorrect,-205.174,-15.155,-41.294,6.737,-0.3244,-47.35,1.088221,0.017581098,0.2302,-2.352165937,-1.68189919,2.415183067,-200.9725
T29_2031,T29,90.9,0,4,,,T29_2031_conv,42/100,0.0,1.0,73.0936,22.3899,23.9876,68.4351,148.6365,incorrect,14.5005,10.611,3.561,-2.146,-0.0014,1.89,0.013081,0.011775164,0.29,-1.09657979,1.901507139,-1.057927817,-5.09112
T29_2032,T29,90.9,0,4,,,T29_2032_conv,15/100,0.0,1.0,35.3088,11.8276,11.8892,29.0195,136.0505,incorrect,-147.177,-1.332,-6.751,2.313,-0.1264,-29.35,0.584746,0.019761227,0.0609,-0.418099433,0.652945101,1.229581743,-103.22238
T29_2033,T29,90.9,1,2,,,T29_2033_conv,11/100,0.6939,0.5143,2.9925,1.1328,1.7637,1.7028,10.5117,medium,-363.826,-7.414,-54.984,13.282,-0.2769,-84.28,1.688236,0.041831169,0.1914,1.291298151,-0.96915096,3.699666023,-163.7171
T29_2034,T29,90.9,0,4,,,T29_2034_conv,35/100,0.0612,0.9589,42.387,15.8631,16.3516,32.7386,163.0966,incorrect,-180.906,12.059,-14.43,3.695,-0.0909,-9.57,1.021117,0.135645851,0.1966,-0.190555871,-0.083348274,2.777625799,-95.4552
T29_2035,T29,90.9,0,4,,,T29_2035_conv,4/100,0.0,1.0,66.7857,22.2803,22.5806,63.559,156.1911,incorrect,-67.9395,-3.363,-0.527,-3.331,0.0042,11.46,0.550683,0.050806455,0.1516,-1.169370651,1.931977391,2.592274427,-67.629244
T29_2036,T29,90.9,0,4,,,T29_2036_conv,85/100,0.0,1.0,56.7525,14.9479,16.1665,52.3852,111.5331,incorrect,-57.2297,53.076,3.682,-4.201,-0.0605,-51.38,1.155847,0.014157039,0.0888,-1.159125805,-0.014898896,2.780875444,-52.52345
T29_2037,T29,90.9,0,4,,,T29_2037_conv,11/100,0.0,1.0,56.8684,19.1713,20.4351,55.71,49.658,incorrect,-144.219,-3.773,3.894,-2.996,-0.0682,2.44,0.537708,0.020677859,0.2057,-0.665411651,1.945473194,-2.448563516,-85.61461
T29_2038,T29,90.9,0,4,,,T29_2038_conv,10/100,0.0,1.0,44.9718,16.6156,17.3662,36.5433,150.9399,incorrect,-6.91059,-0.445,7.992,0.323,0.1595,13.2,0.111125,0.010315513,0.2597,-0.522301614,1.911718726,-2.599885225,-46.44275
T29_2039,T29,90.8,0,4,,,T29_2039_conv,57/100,0.0,1.0,29.3334,14.1221,14.872,12.2943,154.0414,incorrect,-196.608,42.401,-31.072,5.516,-0.0394,-71.93,1.264166,0.130254805,0.1411,0.197748199,1.003191352,2.022234559,-74.08864
T29_203,T29,94.5,0,4,,,T29_203_conv,10/100,0.0,1.0,66.631,18.3751,19.6183,63.1023,138.437,incorrect,-145.258,2.288,-14.555,0.501,-0.105,-40.39,0.730306,0.016379371,0.3288,1.03398025,-0.889035821,1.312413961,-80.86978
T29_2040,T29,90.9,0,4,,,T29_2040_conv,6/100,0.0,1.0,73.472,19.4897,20.4485,70.1096,143.6819,incorrect,-154.591,-4.992,-23.212,11.739,-0.2666,-23.4,0.997275,0.167462483,0.18,-0.507568896,0.141304612,-0.022709906,-74.4397
T29_2041,T29,94.5,0,4,,,T29_2041_conv,39/100,0.0,1.0,24.5806,13.4925,14.3702,4.6314,135.9278,incorrect,-95.4146,16.459,-27.611,6.752,-0.1033,-17.32,0.530909,0.017815398,0.1413,1.205744982,1.654410005,2.220585465,-11.13824
T29_2042,T29,90.9,0,4,,,T29_2042_conv,7/100,0.0,1.0,39.8869,17.1906,18.65,32.6918,114.5783,incorrect,-253.432,-3.754,-16.789,7.158,-0.184,2.46,0.928213,-0.002645168,0.0662,-0.577804804,1.921805024,-1.928109288,-94.8646
T29_2043,T29,88.3,0,4,,,T29_2043_conv,21/100,0.0,1.0,45.0603,19.572,20.7717,37.0665,138.0244,incorrect,698.049,185.761,3.559,2.551,-0.0096,21.43,0.355094,0.0107268,0.077,-0.406235009,1.918499589,-15201239.25,5197.03449
T29_2044,T29,90.9,0,4,,,T29_2044_conv,6/100,0.0,1.0,69.5075,23.8564,25.5301,69.0948,41.27,incorrect,-93.5098,4.893,-0.991,-0.955,0.0337,6.79,0.373261,0.005043419,0.2082,-0.811010957,1.851831675,-5.094512701,-43.42447
T29_2045,T29,90.9,0,4,,,T29_2045_conv,23/100,0.0,1.0,46.0897,18.815,19.3213,40.8588,111.3638,incorrect,-370.9,-13.651,-38.893,9.313,-0.287,-85.65,1.515602,0.413761079,0.6255,-1.008748174,-1.805575252,2.365428329,-242.02573
T29_2046,T29,88.3,0,4,,,T29_2046_conv,18/100,0.0,1.0,78.2181,26.9933,27.7354,74.0371,153.8491,incorrect,64.7832,3.115,-13.99,0.743,-0.0846,-10.64,0.873132,0.154057115,0.116,0.588637471,1.664999127,1.622754216,-31.84223
T29_2047,T29,88.3,0,4,,,T29_2047_conv,5/100,0.0,1.0,59.6753,21.9771,22.3039,54.8123,153.2315,incorrect,-180.687,0.817,-21.724,-6.298,0.0172,-1.64,0.799619,0.02258911,0.1269,-0.760333359,1.931748867,1.953766823,-102.9648
T29_2048,T29,90.9,0,4,,,T29_2048_conv,22/100,0.0,1.0,42.4165,13.1133,13.688,34.7268,146.9965,incorrect,-295.05,-8.547,-13.967,3.742,-0.0976,-15.62,1.027555,0.003639538,0.1369,-1.342114091,-0.338325739,3.997600079,-215.02545
T29_2049,T29,90.9,0,4,,,T29_2049_conv,72/100,0.0,1.0,64.913,21.7197,23.4858,60.6364,165.1083,incorrect,68.7078,36.031,-5.283,-6.696,0.0827,-6.43,0.702984,0.004083881,0.2787,-0.452043056,1.932274461,0.781915963,-20.73217
T29_204,T29,90.9,0,4,,,T29_204_conv,8/100,0.0,1.0,59.923,19.0175,20.4014,55.0077,170.0569,incorrect,-172.245,9.808,-4.191,-2.509,-0.0723,-29.09,0.890929,0.016496923,0.32,-0.615372181,-0.342573762,2.493316889,-69.28261
T29_2050,T29,90.9,0,4,,,T29_2050_conv,2/100,0.0,1.0,42.1713,15.9981,16.7681,40.472,56.2102,incorrect,-184.825,-2.885,-20.325,4.35,-0.1787,-38.97,0.496607,0.014763673,0.1421,-0.725950181,-0.333797693,-4.346113682,-74.35406
T29_2051,T29,90.9,0,4,,,T29_2051_conv,10/100,0.0,1.0,84.5121,27.8926,29.7667,83.5977,53.4772,incorrect,-54.4755,4.97,12.509,-5.639,-0.0576,9.68,0.551035,0.000390295,0.1019,-0.896321237,1.528284311,-0.492788672,-59.91365
T29_2052,T29,90.9,0,4,,,T29_2052_conv,11/100,0.0,1.0,50.1004,18.184,19.4533,44.2251,121.7111,incorrect,-84.4332,4.988,-5.921,-2.643,-0.2247,6.41,0.502245,-0.006579513,0.0899,-1.619454026,1.913764477,-4.056250095,-63.95226
T29_2053,T29,90.9,0,4,,,T29_2053_conv,8/100,0.0,1.0,31.4643,8.6357,9.3421,30.5219,42.0004,incorrect,-185.175,-2.643,-23.772,10.476,-0.0823,-21.0,0.695775,0.185874581,0.1306,-0.454267263,-0.058311582,-1.706203938,-88.2587
T29_2054,T29,90.9,0,4,,,T29_2054_conv,55/100,0.0,1.0,68.6961,22.5172,24.7888,67.4444,70.3162,incorrect,32.8814,38.106,-4.789,-3.768,0.0221,-6.97,0.352618,0.000432078,0.1398,-1.222352743,1.925196648,-8.255826473,-11.71906
T29_2055,T29,90.9,0,4,,,T29_2055_conv,12/100,0.0,1.0,62.5598,21.9143,23.0789,60.3145,79.6959,incorrect,-137.816,1.605,-10.702,-0.121,-0.0361,-14.69,0.514937,0.019493997,0.1948,-0.963801086,1.042393684,0.63278091,-29.21809
T29_2056,T29,90.9,0,4,,,T29_2056_conv,57/100,0.0,1.0,65.9487,20.0137,21.1708,62.1099,110.1859,incorrect,-46.8532,33.186,-13.09,-6.291,0.0947,-13.42,0.691783,0.016050136,0.6462,-1.150973439,-0.024272442,2.058775425,-28.98137
T29_2057,T29,90.7,0,4,,,T29_2057_conv,6/100,0.0,1.0,30.7274,12.2755,13.0349,15.2254,173.1493,incorrect,-162.601,-4.377,-32.578,4.82,-0.0387,-46.95,0.565493,0.130598947,0.4406,-0.082420781,0.52917254,1.499614716,-93.5847
T29_2058,T29,90.9,0,4,,,T29_2058_conv,33/100,0.0612,0.95,35.069,7.9859,8.2077,32.5206,63.4606,incorrect,-122.37,0.984,-8.886,-0.5,0.0733,4.3,0.817616,0.287639111,0.1546,-2.029784441,0.639189541,2.425808072,-55.56472
T29_2059,T29,90.9,0,4,,,T29_2059_conv,29/100,0.0,1.0,65.8128,20.5235,22.1485,60.9825,130.282,incorrect,1.20025,11.416,2.589,-8.513,0.123,3.98,0.233839,0.001781875,0.1784,-0.863320231,1.922684193,-1.207084864,-83.8882
T29_205,T29,88.2,0,4,,,T29_205_conv,37/100,0.0233,0.9744,30.1855,11.3302,12.804,18.0605,167.5976,incorrect,-92.6481,18.362,-21.054,5.815,-0.0606,-30.59,0.814748,0.011998417,0.0951,0.937721133,0.93210876,-1.808567524,-45.84347
T29_2060,T29,90.9,0,4,,,T29_2060_conv,66/100,0.0,1.0,67.5185,26.7522,28.1657,66.0658,61.6246,incorrect,34.9831,27.022,11.907,-3.577,-0.0962,-13.86,0.717556,0.007781053,0.2808,0.768467188,1.825485229,2.004570603,-16.07202
T29_2061,T29,90.9,0,4,,,T29_2061_conv,66/100,0.0,1.0,33.6565,12.8662,13.3255,25.572,112.0175,incorrect,-24.5937,35.934,-2.125,-1.346,0.1174,-7.73,0.626561,0.016937729,0.6649,-0.575810373,-0.017775416,3.000018239,-44.12636
T29_2062,T29,90.9,0,4,,,T29_2062_conv,123/100,0.0,1.0,58.0758,19.2672,21.0567,54.6677,118.6806,"clashes,incorrect",1060.13,436.097,9.067,-6.706,-0.173,-116.4,0.874347,0.01488729,0.1684,-1.088174462,-0.572209001,15933313.5,3797.36703
T29_2063,T29,88.3,0,4,,,T29_2063_conv,42/100,0.0816,0.9,12.2321,5.4116,5.6041,7.7077,44.7269,incorrect,850.719,338.759,-15.986,3.151,0.0781,-26.03,0.558534,0.108088925,0.1333,0.771163881,1.730084181,1177629952.0,4371.2541
T29_2064,T29,90.9,0,4,,,T29_2064_conv,193/100,0.0,1.0,67.2722,21.7005,23.3194,62.7282,176.0869,"clashes,incorrect",204.83,75.182,12.312,-12.676,0.0413,-13.16,0.63315,0.011387157,0.2204,-0.68375361,-0.472554445,0.84722665,39.959275
T29_2065,T29,90.9,0,4,,,T29_2065_conv,221/100,0.0,1.0,60.5052,22.4542,23.2844,54.6943,144.1106,"clashes,incorrect",453.601,245.409,3.587,0.354,-0.1585,-102.88,1.534714,0.020533308,0.0947,0.419518322,-0.572452784,-63.54855299,1258.31238
T29_2066,T29,90.9,0,4,,,T29_2066_conv,167/100,0.0,1.0,77.6398,25.1837,26.6914,77.1366,41.8251,"clashes,incorrect",267.772,163.86,-1.148,-6.328,0.0428,-73.4,0.705724,0.013013806,0.1647,-0.879362404,-0.892148793,2.573090911,167.33222
T29_2067,T29,90.9,0,4,,,T29_2067_conv,57/100,0.102,0.9123,20.2071,4.547,4.8149,18.6908,32.5745,incorrect,-186.305,22.211,-32.104,5.402,-0.2316,-50.9,0.902761,0.081978053,0.1145,-0.244853362,-0.140034556,2.753985167,-20.02344
T29_2068,T29,88.2,0,4,,,T29_2068_conv,7/100,0.0,1.0,28.2774,13.3982,13.9492,15.3295,134.539,incorrect,-35.6752,0.675,-5.231,2.513,0.0258,5.31,0.077748,0.007190105,0.0902,-1.708946705,1.737969279,-4.70411706,-11.84629
T29_2069,T29,88.3,0,4,,,T29_2069_conv,1/100,0.0,1.0,68.1258,22.0881,23.6024,63.942,132.0328,incorrect,-103.154,-1.103,9.016,-0.53,-0.1247,35.5,0.47016,0.004804352,0.0853,-1.04256773,1.921075344,-3.354465127,-40.91921
T29_206,T29,90.9,0,4,,,T29_206_conv,6/100,0.0204,0.9808,35.0243,12.4757,13.9652,21.7931,172.376,incorrect,-139.966,-6.291,-21.976,2.518,0.0241,-10.27,0.666126,0.020022884,0.0969,-0.478446245,-0.019988656,0.581894547,-83.773488
T29_2070,T29,90.9,0,4,,,T29_2070_conv,69/100,0.102,0.9296,33.4718,8.8206,9.2347,28.4989,87.0004,incorrect,-119.478,49.338,-6.798,1.311,-0.0624,-31.1,1.02618,0.124369711,0.0861,-1.697145939,0.211083889,2.818288088,-29.21875
T29_2071,T29,90.9,0,4,,,T29_2071_conv,47/100,0.0,1.0,89.3826,23.8043,24.875,85.9029,163.1127,incorrect,120.938,53.104,3.794,0.345,-0.03,-52.19,0.54445,0.018970542,0.1961,0.730083942,0.66894567,-0.966151029,17.02583
T29_2072,T29,90.9,0,4,,,T29_2072_conv,6/100,0.0204,0.98,46.5713,11.2688,12.4568,39.7066,133.719,incorrect,-129.731,-2.412,-28.041,-1.313,-0.147,-35.79,0.577466,0.000887668,0.326,-0.499162048,1.477850795,1.781684279,-86.57158
